CNPJ,Cod_Cliente1,Regiao,T.O. 25kg,T.O. 50kg,Est. 40kg,Est. 50kg,códigos analisados,duplicidade,códigos a sanear,comentário E.I.
'14209372000137','1364275','VC-AFONSO CLAUDIO',0,1,0,1,"CÃ“DIGO: 6187066, CÃ“DIGO: 6162599",não,,
'23305026000143','1560083','VC-TUBARAO',1,1,0,0,"CÃ“DIGO: 6054186, CÃ“DIGO: 6054205",não,,
'38146510000144','1559032','VC-RIO FORMOSO',0,1,0,1,"CÃ“DIGO: 6054158, CÃ“DIGO: 6160545",não,,
'4349489000162','1329937','VC-GERAIS DE BALSAS',0,1,0,0,CÃ“DIGO: 6111677,não,,
'10902321000135','1207620','VC-LI CAMOCI E ACAR',1,1,0,0,"CÃ“DIGO: 6187345, CÃ“DIGO: 6111677",não,,
'4830863000147','1078460','VC-SERTA SEN POMPEU',1,1,0,0,"CÃ“DIGO: 6187345, CÃ“DIGO: 6111677",não,,
'13281186000146','1585809','VC-PARECIS',1,1,0,1,"CÃ“DIGO: 6054184, CÃ“DIGO: 6165750, CÃ“DIGO: 6132938",não,,
'97404842000140','1593972','VC-ERECHIM',1,2,0,0,"CÃ“DIGO: 6054186, CÃ“DIGO: 6054190, CÃ“DIGO: 6054205",sim,,
'4221166000199','1327561','VC-FRANCA',1,1,0,0,"CÃ“DIGO: 6172139, CÃ“DIGO: 6165750",não,,
'4597491000150','1239359','VC-LITORAL LAGUNAR',1,1,0,0,"CÃ“DIGO: 6054204, CÃ“DIGO: 6054205",não,,
'12915671000161','1352842','VC-PITANGA',0,1,0,0,CÃ“DIGO: 6054190,não,,
'7738416000150','1079378','VC-IJUI',2,2,0,0,"CÃ“DIGO: 6054186, CÃ“DIGO: 6054204, CÃ“DIGO: 6054190, CÃ“DIGO: 6054205",sim,,
'7493493000198','1097529','VC-UNIAO DA VITORIA',0,1,0,0,CÃ“DIGO: 6054190,não,,
'44553726000127','1648671','VC-TOBIAS BARRETO',1,1,0,0,"CÃ“DIGO: 6161835, CÃ“DIGO: 6054178",não,,
'76960517000194','1052281','VC-GOIOERE',1,1,0,0,"CÃ“DIGO: 6054186, CÃ“DIGO: 6054190",não,,
'15608358000179','1319684','VC-QUIRINOPOLIS',0,1,0,1,"CÃ“DIGO: 6135560, CÃ“DIGO: 6135561",não,,
'26684156000122','1448505','VC-JI-PARANA',1,1,0,1,"CÃ“DIGO: 6054184, CÃ“DIGO: 6165750, CÃ“DIGO: 6132938",não,,
'9141947000197','1151833','VC-JEQUIE',1,1,0,0,"CÃ“DIGO: 6161835, CÃ“DIGO: 6054178",não,,
'17216052002901','1617819','VC-SAO MIGUEL D EST',1,1,0,0,"CÃ“DIGO: 6054186, CÃ“DIGO: 6054190",não,,
'14085472000107','1593834','VC-PORTO NACIONAL',0,2,0,1,"CÃ“DIGO: 6111677, CÃ“DIGO: 6054158, CÃ“DIGO: 6160545",sim,,
'11751995000149','1456586','VC-MOSSORO',1,1,0,0,"CÃ“DIGO: 6187345, CÃ“DIGO: 6111677",não,,
'21775240000138','1554133','VC-RIO PRETO DA EVA',0,1,0,0,CÃ“DIGO: 6111677,não,,
'32724092000149','1534868','VC-BARREIRAS',0,1,0,0,CÃ“DIGO: 6135560,não,,
'37639423000166','1602641','VC-GUARABIRA',0,1,0,0,CÃ“DIGO: 6054188,não,,
'53521795000140','1052206','VC-ADAMANTINA',1,1,0,1,"CÃ“DIGO: 6054172, CÃ“DIGO: 6054180, CÃ“DIGO: 6135552",não,,
'96418264009438','1056313','VC-CAMPANHA MERIDION',1,1,0,0,"CÃ“DIGO: 6054204, CÃ“DIGO: 6054205",não,,
'813624000128','1372595','VC-MOJI-MIRIM',2,2,0,0,"CÃ“DIGO: 6172139, CÃ“DIGO: 6054172, CÃ“DIGO: 6165750, CÃ“DIGO: 6054180",sim,,
'7463571000101','1064250','VC-BATATAIS',1,1,0,0,"CÃ“DIGO: 6172139, CÃ“DIGO: 6165750",não,,
'32837173000155','1635243','VC-SANTANA IPANEMA',1,1,0,0,"CÃ“DIGO: 6161835, CÃ“DIGO: 6054178",não,,
'61526398000199','1553039','VC-SAO PAULO',1,2,0,0,"CÃ“DIGO: 6054172, CÃ“DIGO: 6187066, CÃ“DIGO: 6054180",sim,,
'7173355000121','1062506','VC-TOME-ACU',0,1,0,0,CÃ“DIGO: 6054178,não,,
'16823213000153','1612911','VC-PATROCINIO',0,1,0,0,CÃ“DIGO: 6165750,não,,
'40827146000120','1640197','VC-ARARI',0,1,0,0,CÃ“DIGO: 6054178,não,,
'17410530000100','1472142','VC-GUAMA',0,1,0,0,CÃ“DIGO: 6054178,não,,
'44814271000156','1644207','VC-IMPERATRIZ',0,1,0,0,CÃ“DIGO: 6111677,não,,
'31887717000201','1616233','VC-ITAJAI',1,1,0,0,"CÃ“DIGO: 6054186, CÃ“DIGO: 6054205",não,,
'1046676000189','1051787','VC-S SEBAST PARAISO',1,1,0,0,"CÃ“DIGO: 6172139, CÃ“DIGO: 6165750",não,,
'19130782000101','1371092','VC-PORANGATU',0,1,0,0,CÃ“DIGO: 6135560,não,,
'28578649000294','1600637','VC-BARRA DO PIRAI',1,1,0,1,"CÃ“DIGO: 6187067, CÃ“DIGO: 6187066, CÃ“DIGO: 6162599",não,,
'5409686000273','1221943','VC-POCOS DE CALDAS',0,1,0,0,CÃ“DIGO: 6165750,não,,
